,steps,Opt_val,Eval_val,Loss_val,Rnorm
74,74.0,-0.06533808635368774,-0.05213042921251804,-0.05014708925221113,2.7118312536242977
75,75.0,-0.06541022666314145,-0.05213186502336244,-0.05014812242672883,2.7119666738327592
76,76.0,-0.06547472815109244,-0.05213314822441586,-0.050148964135427784,2.7120875267658215
77,77.0,-0.06553311854917133,-0.05213430933711812,-0.05014972944765626,2.7121967228870982
78,78.0,-0.06558662000852192,-0.05213537277794865,-0.05015043364089365,2.712296591078951
79,79.0,-0.06563621022783385,-0.05213635807965364,-0.0501510074771396,2.7123889948233315
80,80.0,-0.06568131303798075,-0.05213725367623891,-0.050151493965437735,2.7124729247043247
81,81.0,-0.06572282586384841,-0.05213807750772174,-0.050151944574145936,2.7125500740246533
82,82.0,-0.0657614666344414,-0.05213884392589985,-0.05015236647771504,2.7126217976339757
83,83.0,-0.06579780968476248,-0.05213956441204808,-0.05015269835870403,2.7126891795720756
84,84.0,-0.06583095629879607,-0.052140220968038595,-0.050152981953742,2.712750587609361
85,85.0,-0.06586154572131304,-0.052140826379158255,-0.0501532463185258,2.712807215724259
86,86.0,-0.0658900893366712,-0.05214126684840191,-0.050153495298129055,2.7128600192298116
87,87.0,-0.0659169962596573,-0.05214152932035383,-0.05015373196866849,2.712909762423416
88,88.0,-0.06594259377475507,-0.05214177870191994,-0.05015395879098024,2.7129570568222747
89,89.0,-0.06596714370711557,-0.05214201761072089,-0.05015417773371494,2.7130023916914547
90,90.0,-0.06599085551706654,-0.052142248140855114,-0.050154390371794734,2.713046158475701
91,91.0,-0.06601389677211958,-0.05214247196759391,-0.05015459796515203,2.71308867035992
92,92.0,-0.06603640152536021,-0.052142690431145,-0.05015480152172613,2.713130177916181
93,93.0,-0.06605847701976494,-0.05214290460367943,-0.05015500184787252,2.713170881616843
94,94.0,-0.06608020904926284,-0.05214311534292968,-0.050155199588672705,2.7132109418545816
95,95.0,-0.06610166624901946,-0.052143323335081655,-0.05015539526019249,2.7132504869540575
96,96.0,-0.0661229035271318,-0.05214352912908373,-0.05015558927528465,2.7132896195834277
97,97.0,-0.0661439648105143,-0.05214373316409892,-0.05015578196423514,2.7133284218824785
98,98.0,-0.06616488523996125,-0.052143935791450144,-0.0501559735912676,2.7133669595710654
99,99.0,-0.06618569292838222,-0.05214413729219842,-0.05015616436776345,2.713405285228461
